name,item_code,description,retail_unite_of_meassure,regular_price,sale_price,tax_class,dimensions,color,age,brand,stock_status,vendor,product_manufacturer_code,product_cat,properties,properties_en,composition,composition_en,components,components_en,collectionn,ordering,origine,images,tag,tae,catId
Atlete Timberland Delphiville,A219CV,DelphivilleTextileSneaker,COP,“00”,“0”,18,,FFFFFF,Grua,TIMBERLAND,,17,A219CW,Këpucë-Atlete,Atlete me lëkurë sintetike dhe material të qëndrueshëm ReBOTL që përmban së paku 50% plastikë të recikluar. Ka shtresë me densitet të dyfishtë dhe teknologji OrthoLite,Upper made with synthetic leather and durable ReBOTL fabric containing at least 50% recycled plastic  Durable ReBOTL fabric lining made with at least 50% recycled plastic  Dual-density lightweight EVA midsole cushioning  Lightweight and breathable OrthoLi,"Lëkurë sintetike, materiale ReBOTL",Upper made with ReBOTL fabric and synthetic leather  100% PET laces  ReBOTL fabric lining,,,4,10,VN,http://46.99.130.129:60000/_uploads/photos/A219CW_1.jpg,,,1.1.1
